"gene","ensmble_gene_gps","trait_exwas_ei","trait_gps","gene_trait_pair_exwas_ei","gene_trait_pair_gps","gene_tait_pair_merged","source"
"NDUFAF1","ENSG00000137806",NA,"Congestive heart failure; nonhypertensive",NA,"ENSG00000137806_Congestive heart failure; nonhypertensive","ENSG00000137806_Congestive heart failure; nonhypertensive","GPS"
"NDUFAF1","ENSG00000137806",NA,"Chronic liver disease and cirrhosis",NA,"ENSG00000137806_Chronic liver disease and cirrhosis","ENSG00000137806_Chronic liver disease and cirrhosis","GPS"
"NDUFAF1","ENSG00000137806",NA,"Other disorders of liver",NA,"ENSG00000137806_Other disorders of liver","ENSG00000137806_Other disorders of liver","GPS"
"NDUFAF2","ENSG00000164182",NA,"Develomental delays and disorders",NA,"ENSG00000164182_Develomental delays and disorders","ENSG00000164182_Develomental delays and disorders","GPS"
"NDUFAF2","ENSG00000164182",NA,"Sleep disorders",NA,"ENSG00000164182_Sleep disorders","ENSG00000164182_Sleep disorders","GPS"
"NDUFAF3","ENSG00000178057",NA,"Develomental delays and disorders",NA,"ENSG00000178057_Develomental delays and disorders","ENSG00000178057_Develomental delays and disorders","GPS"
"NDUFAF3","ENSG00000178057",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000178057_Extrapyramidal disease and abnormal movement disorders","ENSG00000178057_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFAF4","ENSG00000123545",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000123545_Extrapyramidal disease and abnormal movement disorders","ENSG00000123545_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFAF4","ENSG00000123545",NA,"Infantile cerebral palsy",NA,"ENSG00000123545_Infantile cerebral palsy","ENSG00000123545_Infantile cerebral palsy","GPS"
"NDUFAF4","ENSG00000123545",NA,"Inflammatory and toxic neuropathy",NA,"ENSG00000123545_Inflammatory and toxic neuropathy","ENSG00000123545_Inflammatory and toxic neuropathy","GPS"
"NDUFB11","ENSG00000147123",NA,"Disorders of refraction and accommodation; blindness and low vision",NA,"ENSG00000147123_Disorders of refraction and accommodation; blindness and low vision","ENSG00000147123_Disorders of refraction and accommodation; blindness and low vision","GPS"
"NDUFB11","ENSG00000147123",NA,"Cardiac dysrhythmias",NA,"ENSG00000147123_Cardiac dysrhythmias","ENSG00000147123_Cardiac dysrhythmias","GPS"
"NDUFB11","ENSG00000147123",NA,"Congestive heart failure; nonhypertensive",NA,"ENSG00000147123_Congestive heart failure; nonhypertensive","ENSG00000147123_Congestive heart failure; nonhypertensive","GPS"
"NDUFB3","ENSG00000119013",NA,"Develomental delays and disorders",NA,"ENSG00000119013_Develomental delays and disorders","ENSG00000119013_Develomental delays and disorders","GPS"
"NDUFC2","ENSG00000151366",NA,"Develomental delays and disorders",NA,"ENSG00000151366_Develomental delays and disorders","ENSG00000151366_Develomental delays and disorders","GPS"
"NDUFC2","ENSG00000151366",NA,"Pneumonia",NA,"ENSG00000151366_Pneumonia","ENSG00000151366_Pneumonia","GPS"
"NDUFS1","ENSG00000023228",NA,"Neurological disorders",NA,"ENSG00000023228_Neurological disorders","ENSG00000023228_Neurological disorders","GPS"
"NDUFS1","ENSG00000023228",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000023228_Extrapyramidal disease and abnormal movement disorders","ENSG00000023228_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFS2","ENSG00000158864",NA,"Develomental delays and disorders",NA,"ENSG00000158864_Develomental delays and disorders","ENSG00000158864_Develomental delays and disorders","GPS"
"NDUFS3","ENSG00000213619",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000213619_Extrapyramidal disease and abnormal movement disorders","ENSG00000213619_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFS4","ENSG00000164258",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000164258_Extrapyramidal disease and abnormal movement disorders","ENSG00000164258_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFS4","ENSG00000164258",NA,"Disorders of refraction and accommodation; blindness and low vision",NA,"ENSG00000164258_Disorders of refraction and accommodation; blindness and low vision","ENSG00000164258_Disorders of refraction and accommodation; blindness and low vision","GPS"
"NDUFS4","ENSG00000164258",NA,"Genitourinary congenital anomalies",NA,"ENSG00000164258_Genitourinary congenital anomalies","ENSG00000164258_Genitourinary congenital anomalies","GPS"
"NDUFS7","ENSG00000115286",NA,"Neurological disorders",NA,"ENSG00000115286_Neurological disorders","ENSG00000115286_Neurological disorders","GPS"
"NDUFS7","ENSG00000115286",NA,"Develomental delays and disorders",NA,"ENSG00000115286_Develomental delays and disorders","ENSG00000115286_Develomental delays and disorders","GPS"
"NDUFS7","ENSG00000115286",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000115286_Extrapyramidal disease and abnormal movement disorders","ENSG00000115286_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFS7","ENSG00000115286",NA,"Other disorders of liver",NA,"ENSG00000115286_Other disorders of liver","ENSG00000115286_Other disorders of liver","GPS"
"NDUFS8","ENSG00000110717",NA,"Neurological disorders",NA,"ENSG00000110717_Neurological disorders","ENSG00000110717_Neurological disorders","GPS"
"NDUFS8","ENSG00000110717",NA,"Develomental delays and disorders",NA,"ENSG00000110717_Develomental delays and disorders","ENSG00000110717_Develomental delays and disorders","GPS"
"NDUFS8","ENSG00000110717",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000110717_Extrapyramidal disease and abnormal movement disorders","ENSG00000110717_Extrapyramidal disease and abnormal movement disorders","GPS"
"NDUFV1","ENSG00000167792",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000167792_Extrapyramidal disease and abnormal movement disorders","ENSG00000167792_Extrapyramidal disease and abnormal movement disorders","GPS"
"NR1H4","ENSG00000012504",NA,"Other disorders of metabolism",NA,"ENSG00000012504_Other disorders of metabolism","ENSG00000012504_Other disorders of metabolism","GPS"
"NR3C1","ENSG00000113580",NA,"Hypertension",NA,"ENSG00000113580_Hypertension","ENSG00000113580_Hypertension","GPS"
"NTRK1","ENSG00000198400",NA,"Keratitis",NA,"ENSG00000198400_Keratitis","ENSG00000198400_Keratitis","GPS"
"PDE2A","ENSG00000186642",NA,"Other conditions of brain",NA,"ENSG00000186642_Other conditions of brain","ENSG00000186642_Other conditions of brain","GPS"
"PDE4D","ENSG00000113448",NA,"Overweight, obesity and other hyperalimentation",NA,"ENSG00000113448_Overweight, obesity and other hyperalimentation","ENSG00000113448_Overweight, obesity and other hyperalimentation","GPS"
"PDGFRA","ENSG00000134853",NA,"Myeloproliferative disease",NA,"ENSG00000134853_Myeloproliferative disease","ENSG00000134853_Myeloproliferative disease","GPS"
"PDGFRA","ENSG00000134853",NA,"Benign neoplasm of other parts of digestive system",NA,"ENSG00000134853_Benign neoplasm of other parts of digestive system","ENSG00000134853_Benign neoplasm of other parts of digestive system","GPS"
"PDGFRA","ENSG00000134853",NA,"Other disorders of liver",NA,"ENSG00000134853_Other disorders of liver","ENSG00000134853_Other disorders of liver","GPS"
"PDGFRB","ENSG00000113721",NA,"Delirium dementia and amnestic and other cognitive disorders",NA,"ENSG00000113721_Delirium dementia and amnestic and other cognitive disorders","ENSG00000113721_Delirium dementia and amnestic and other cognitive disorders","GPS"
"PDGFRB","ENSG00000113721",NA,"Other conditions of brain",NA,"ENSG00000113721_Other conditions of brain","ENSG00000113721_Other conditions of brain","GPS"
"PDGFRB","ENSG00000113721",NA,"Other hypertrophic and atrophic conditions of skin",NA,"ENSG00000113721_Other hypertrophic and atrophic conditions of skin","ENSG00000113721_Other hypertrophic and atrophic conditions of skin","GPS"
"PIK3CA","ENSG00000121879",NA,"Malignant neoplasm of uterus",NA,"ENSG00000121879_Malignant neoplasm of uterus","ENSG00000121879_Malignant neoplasm of uterus","GPS"
"PIK3CA","ENSG00000121879",NA,"Cancer of urinary organs (incl. kidney and bladder)",NA,"ENSG00000121879_Cancer of urinary organs (incl. kidney and bladder)","ENSG00000121879_Cancer of urinary organs (incl. kidney and bladder)","GPS"
"PIK3CA","ENSG00000121879",NA,"Leukemia",NA,"ENSG00000121879_Leukemia","ENSG00000121879_Leukemia","GPS"
"PIK3CA","ENSG00000121879",NA,"Benign neoplasm of brain and other parts of nervous system",NA,"ENSG00000121879_Benign neoplasm of brain and other parts of nervous system","ENSG00000121879_Benign neoplasm of brain and other parts of nervous system","GPS"
"PIK3R1","ENSG00000145675",NA,"Cancer of other lymphoid, histiocytic tissue",NA,"ENSG00000145675_Cancer of other lymphoid, histiocytic tissue","ENSG00000145675_Cancer of other lymphoid, histiocytic tissue","GPS"
"PLG","ENSG00000122194",NA,"Congenital anomalies of face and neck",NA,"ENSG00000122194_Congenital anomalies of face and neck","ENSG00000122194_Congenital anomalies of face and neck","GPS"
"POLA1","ENSG00000101868",NA,"Disorders of protein plasma/amino-acid transport and metabolism",NA,"ENSG00000101868_Disorders of protein plasma/amino-acid transport and metabolism","ENSG00000101868_Disorders of protein plasma/amino-acid transport and metabolism","GPS"
"POLA1","ENSG00000101868",NA,"Inflammatory bowel disease and other gastroenteritis and colitis",NA,"ENSG00000101868_Inflammatory bowel disease and other gastroenteritis and colitis","ENSG00000101868_Inflammatory bowel disease and other gastroenteritis and colitis","GPS"
"PPARG","ENSG00000132170",NA,"Ovarian dysfunction",NA,"ENSG00000132170_Ovarian dysfunction","ENSG00000132170_Ovarian dysfunction","GPS"
"PPARG","ENSG00000132170",NA,"Chronic liver disease and cirrhosis",NA,"ENSG00000132170_Chronic liver disease and cirrhosis","ENSG00000132170_Chronic liver disease and cirrhosis","GPS"
"PPP3CA","ENSG00000138814",NA,"Other disorders of the kidney and ureters",NA,"ENSG00000138814_Other disorders of the kidney and ureters","ENSG00000138814_Other disorders of the kidney and ureters","GPS"
"PRKCD","ENSG00000163932",NA,"Other disorders of liver",NA,"ENSG00000163932_Other disorders of liver","ENSG00000163932_Other disorders of liver","GPS"
"PTH1R","ENSG00000160801",NA,"Disorders of mineral metabolism",NA,"ENSG00000160801_Disorders of mineral metabolism","ENSG00000160801_Disorders of mineral metabolism","GPS"
"PTH1R","ENSG00000160801",NA,"Osteoporosis, osteopenia and pathological fracture",NA,"ENSG00000160801_Osteoporosis, osteopenia and pathological fracture","ENSG00000160801_Osteoporosis, osteopenia and pathological fracture","GPS"
"RARA","ENSG00000131759",NA,"Leukemia",NA,"ENSG00000131759_Leukemia","ENSG00000131759_Leukemia","GPS"
"RET","ENSG00000165731",NA,"Benign neoplasm of respiratory and intrathoracic organs",NA,"ENSG00000165731_Benign neoplasm of respiratory and intrathoracic organs","ENSG00000165731_Benign neoplasm of respiratory and intrathoracic organs","GPS"
"RET","ENSG00000165731",NA,"Muscular dystrophies and other myopathies",NA,"ENSG00000165731_Muscular dystrophies and other myopathies","ENSG00000165731_Muscular dystrophies and other myopathies","GPS"
"SCN10A","ENSG00000185313",NA,"Symptoms affecting skin",NA,"ENSG00000185313_Symptoms affecting skin","ENSG00000185313_Symptoms affecting skin","GPS"
"SCN11A","ENSG00000168356",NA,"Anxiety disorders",NA,"ENSG00000168356_Anxiety disorders","ENSG00000168356_Anxiety disorders","GPS"
"SCN11A","ENSG00000168356",NA,"Constipation",NA,"ENSG00000168356_Constipation","ENSG00000168356_Constipation","GPS"
"SCN1A","ENSG00000144285",NA,"Disorders of optic nerve and visual pathways",NA,"ENSG00000144285_Disorders of optic nerve and visual pathways","ENSG00000144285_Disorders of optic nerve and visual pathways","GPS"
"SCN1A","ENSG00000144285",NA,"Curvature of spine",NA,"ENSG00000144285_Curvature of spine","ENSG00000144285_Curvature of spine","GPS"
"SCN1A","ENSG00000144285",NA,"Symptoms and disorders of the joints",NA,"ENSG00000144285_Symptoms and disorders of the joints","ENSG00000144285_Symptoms and disorders of the joints","GPS"
"SCN3A","ENSG00000153253",NA,"Disorders of optic nerve and visual pathways",NA,"ENSG00000153253_Disorders of optic nerve and visual pathways","ENSG00000153253_Disorders of optic nerve and visual pathways","GPS"
"SCN3A","ENSG00000153253",NA,"Symptoms and disorders of the joints",NA,"ENSG00000153253_Symptoms and disorders of the joints","ENSG00000153253_Symptoms and disorders of the joints","GPS"
"SCN5A","ENSG00000183873",NA,"Other symptoms of respiratory system",NA,"ENSG00000183873_Other symptoms of respiratory system","ENSG00000183873_Other symptoms of respiratory system","GPS"
"SCN8A","ENSG00000196876",NA,"Disorders of optic nerve and visual pathways",NA,"ENSG00000196876_Disorders of optic nerve and visual pathways","ENSG00000196876_Disorders of optic nerve and visual pathways","GPS"
"SCN9A","ENSG00000169432",NA,"Constipation",NA,"ENSG00000169432_Constipation","ENSG00000169432_Constipation","GPS"
"SCN9A","ENSG00000169432",NA,"Myalgia and myositis unspecified",NA,"ENSG00000169432_Myalgia and myositis unspecified","ENSG00000169432_Myalgia and myositis unspecified","GPS"
"SERPINC1","ENSG00000117601",NA,"Cerebrovascular disease",NA,"ENSG00000117601_Cerebrovascular disease","ENSG00000117601_Cerebrovascular disease","GPS"
"SLC12A1","ENSG00000074803",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000074803_Epilepsy, recurrent seizures, convulsions","ENSG00000074803_Epilepsy, recurrent seizures, convulsions","GPS"
"SLC18A2","ENSG00000165646",NA,"Mood disorders",NA,"ENSG00000165646_Mood disorders","ENSG00000165646_Mood disorders","GPS"
"SLC5A2","ENSG00000140675",NA,"Disorders of fluid, electrolyte, and acid-base balance",NA,"ENSG00000140675_Disorders of fluid, electrolyte, and acid-base balance","ENSG00000140675_Disorders of fluid, electrolyte, and acid-base balance","GPS"
"SMO","ENSG00000128602",NA,"Manlignant and unknown neoplasms of brain and nervous system",NA,"ENSG00000128602_Manlignant and unknown neoplasms of brain and nervous system","ENSG00000128602_Manlignant and unknown neoplasms of brain and nervous system","GPS"
"SNAP25","ENSG00000132639",NA,"Symptoms and disorders of the joints",NA,"ENSG00000132639_Symptoms and disorders of the joints","ENSG00000132639_Symptoms and disorders of the joints","GPS"
"SOST","ENSG00000167941",NA,"Other disorders of bone and cartilage",NA,"ENSG00000167941_Other disorders of bone and cartilage","ENSG00000167941_Other disorders of bone and cartilage","GPS"
"SOST","ENSG00000167941",NA,"Other congenital musculoskeletal anomalies",NA,"ENSG00000167941_Other congenital musculoskeletal anomalies","ENSG00000167941_Other congenital musculoskeletal anomalies","GPS"
"SRC","ENSG00000197122",NA,"Cancer of stomach",NA,"ENSG00000197122_Cancer of stomach","ENSG00000197122_Cancer of stomach","GPS"
"SRC","ENSG00000197122",NA,"Malignant neoplasm of uterus",NA,"ENSG00000197122_Malignant neoplasm of uterus","ENSG00000197122_Malignant neoplasm of uterus","GPS"
"SRC","ENSG00000197122",NA,"Cancer of urinary organs (incl. kidney and bladder)",NA,"ENSG00000197122_Cancer of urinary organs (incl. kidney and bladder)","ENSG00000197122_Cancer of urinary organs (incl. kidney and bladder)","GPS"
"SRD5A3","ENSG00000128039",NA,"Diseases of hair and hair follicles",NA,"ENSG00000128039_Diseases of hair and hair follicles","ENSG00000128039_Diseases of hair and hair follicles","GPS"
"SYK","ENSG00000165025",NA,"Cancer of other lymphoid, histiocytic tissue",NA,"ENSG00000165025_Cancer of other lymphoid, histiocytic tissue","ENSG00000165025_Cancer of other lymphoid, histiocytic tissue","GPS"
"SYK","ENSG00000165025",NA,"Pneumonia",NA,"ENSG00000165025_Pneumonia","ENSG00000165025_Pneumonia","GPS"
"TGFB1","ENSG00000105329",NA,"Other anemias",NA,"ENSG00000105329_Other anemias","ENSG00000105329_Other anemias","GPS"
"THRB","ENSG00000151090",NA,"Thyrotoxicosis with or without goiter",NA,"ENSG00000151090_Thyrotoxicosis with or without goiter","ENSG00000151090_Thyrotoxicosis with or without goiter","GPS"
"TNF","ENSG00000232810",NA,"Asthma",NA,"ENSG00000232810_Asthma","ENSG00000232810_Asthma","GPS"
"TNFSF11","ENSG00000120659",NA,"Other disorders of bone and cartilage",NA,"ENSG00000120659_Other disorders of bone and cartilage","ENSG00000120659_Other disorders of bone and cartilage","GPS"
"TNFSF11","ENSG00000120659",NA,"Osteoporosis, osteopenia and pathological fracture",NA,"ENSG00000120659_Osteoporosis, osteopenia and pathological fracture","ENSG00000120659_Osteoporosis, osteopenia and pathological fracture","GPS"
"TUBB","ENSG00000232575",NA,"Degenerative disease of the spinal cord",NA,"ENSG00000232575_Degenerative disease of the spinal cord","ENSG00000232575_Degenerative disease of the spinal cord","GPS"
"VAMP2","ENSG00000220205",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000220205_Extrapyramidal disease and abnormal movement disorders","ENSG00000220205_Extrapyramidal disease and abnormal movement disorders","GPS"
